,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_tenure_ratio
3803,50,0,1,2,20.15,989.05,1,19.781
3804,1,0,0,3,44.55,44.55,1,44.55
3805,2,0,0,1,54.45,87.3,1,43.65
3806,17,0,1,4,19.65,351.55,1,20.679411764705883
3807,69,0,2,3,105.0,7297.75,1,105.7644927536232
3808,72,0,2,2,88.7,6301.7,1,87.52361111111111
3809,3,0,0,3,74.25,210.3,0,70.10000000000001
3810,50,0,2,4,75.15,3822.45,1,76.449
3811,53,0,2,1,20.25,1048.45,1,19.78207547169812
3812,58,0,2,2,109.1,6393.65,1,110.2353448275862
3813,46,1,1,4,30.75,1489.3,1,32.37608695652174
3814,72,0,0,2,112.9,8061.5,1,111.96527777777776
3815,1,0,0,3,74.2,74.2,0,74.2
3816,6,0,0,1,94.05,518.75,1,86.45833333333333
3817,72,0,2,4,78.85,5763.15,1,80.04374999999999
3818,4,0,0,1,55.3,238.5,1,59.625
3819,52,0,2,1,19.35,1031.7,1,19.84038461538461
3820,2,0,1,1,20.45,34.8,1,17.4
3821,65,0,2,4,19.35,1319.95,1,20.30692307692308
3822,43,0,0,3,101.0,4388.4,0,102.05581395348835
3823,4,0,0,3,100.2,420.2,0,105.05
3824,25,0,1,3,89.05,2177.45,0,87.098
3825,51,0,1,2,78.65,3950.85,1,77.46764705882353
3826,12,0,0,4,74.75,827.05,1,68.92083333333333
3827,57,0,1,4,70.1,3913.3,0,68.65438596491228
3828,24,0,1,1,19.9,533.5,1,22.229166666666668
3829,64,0,1,4,58.35,3756.45,1,58.69453125
3830,4,0,1,3,105.65,443.9,0,110.975
3831,26,0,0,4,100.5,2599.95,1,99.99807692307692
3832,15,0,0,1,20.05,284.3,1,18.953333333333333
3833,64,0,2,2,25.65,1740.8,1,27.2
3834,36,0,0,3,96.5,3436.1,0,95.44722222222222
3835,27,0,0,2,95.0,2462.55,1,91.20555555555556
3836,1,0,0,1,70.85,70.85,0,70.85
3837,35,0,1,2,85.95,3110.1,0,88.86
3838,4,0,0,3,73.9,280.85,0,70.2125
3839,8,0,0,3,45.45,411.75,1,51.46875
3840,10,0,0,2,20.0,198.6,1,19.86
3841,2,0,0,1,49.2,103.7,1,51.85
3842,58,0,2,4,109.45,6144.55,0,105.94051724137933
3843,51,0,2,2,83.25,4089.45,1,80.18529411764706
3844,46,0,2,1,19.25,864.2,1,18.78695652173913
3845,1,0,0,4,19.65,19.65,1,19.65
3846,46,0,0,4,72.8,3249.4,1,70.63913043478261
3847,50,0,0,4,109.65,5405.8,1,108.116
3848,53,0,0,2,65.0,3363.8,1,63.46792452830189
3849,61,0,0,3,114.1,7132.15,1,116.92049180327868
3850,5,0,0,4,20.65,93.55,1,18.71
3851,47,0,1,4,86.95,4138.9,1,88.06170212765957
3852,54,0,1,4,94.75,5121.75,1,94.84722222222224
3853,19,1,0,2,25.35,566.1,1,29.794736842105262
3854,26,0,2,3,105.45,2715.3,1,104.4346153846154
3855,70,0,2,1,25.4,1782.05,1,25.457857142857144
3856,17,0,0,3,102.55,1742.5,1,102.5
3857,30,0,0,3,100.2,2983.8,0,99.46
3858,1,0,0,1,24.0,24.0,1,24.0
3859,19,0,2,1,25.6,485.9,1,25.57368421052632
3860,26,0,2,2,73.5,1905.7,1,73.29615384615384
3861,21,0,0,4,74.05,1565.7,0,74.55714285714286
3862,50,0,1,3,98.25,4858.7,1,97.174
3863,68,1,1,3,54.4,3723.65,1,54.75955882352941
3864,3,0,0,4,101.55,298.35,0,99.45
3865,9,0,0,3,103.1,970.45,1,107.82777777777778
3866,51,1,2,4,34.2,1782.0,1,34.94117647058823
3867,9,0,0,3,43.75,405.7,1,45.077777777777776
3868,41,0,1,3,111.95,4534.9,0,110.60731707317072
3869,22,0,0,3,100.65,2415.95,1,109.81590909090907
3870,21,1,1,3,55.95,1157.05,0,55.09761904761905
3871,71,0,2,4,116.05,8297.5,1,116.8661971830986
3872,1,0,0,3,45.75,45.75,0,45.75
3873,26,0,1,2,82.0,2083.1,1,80.11923076923077
3874,71,0,2,4,65.15,4681.75,1,65.94014084507042
3875,4,0,0,2,44.8,176.2,1,44.05
3876,12,0,0,3,79.8,1001.2,1,83.43333333333334
3877,18,0,0,3,88.85,1594.75,1,88.59722222222223
3878,3,0,0,3,74.95,212.4,1,70.8
3879,72,0,1,4,106.85,7677.4,1,106.63055555555556
3880,11,0,0,3,74.95,815.5,0,74.13636363636364
3881,1,0,0,2,80.15,80.15,0,80.15
3882,13,0,1,2,19.3,259.65,1,19.97307692307692
3883,72,0,1,3,109.25,8109.8,0,112.63611111111112
3884,42,0,1,2,56.1,2386.85,1,56.8297619047619
3885,17,0,0,2,19.7,340.35,1,20.02058823529412
3886,7,0,0,1,51.3,419.35,1,59.90714285714286
3887,68,0,2,1,118.6,7990.05,1,117.50073529411765
3888,56,0,2,4,24.15,1402.25,1,25.040178571428573
3889,38,0,1,1,20.3,749.35,1,19.719736842105263
3890,72,0,2,3,115.5,8425.15,1,117.01597222222222
3891,48,0,1,2,25.05,1171.5,1,24.40625
3892,52,0,0,3,109.1,5647.95,1,108.61442307692307
3893,35,0,1,1,19.65,708.8,1,20.25142857142857
3894,67,0,2,4,111.3,7567.2,1,112.94328358208956
3895,1,1,0,1,29.9,29.9,1,29.9
3896,53,0,0,1,80.6,4348.1,1,82.03962264150944
3897,34,0,0,1,20.8,635.9,1,18.70294117647059
3898,3,1,0,2,35.2,108.95,0,36.31666666666667
3899,1,0,0,3,78.8,78.8,0,78.8
3900,19,0,0,1,89.95,1682.4,1,88.54736842105264
3901,60,0,2,4,116.05,6925.9,1,115.43166666666666
3902,11,0,2,2,19.55,223.15,1,20.286363636363635
3903,47,0,0,3,106.4,5127.95,0,109.10531914893616
3904,18,0,0,3,49.4,874.8,0,48.6
3905,60,0,2,2,115.25,6758.45,1,112.64083333333332
3906,72,0,2,2,24.8,1874.3,1,26.031944444444445
3907,39,0,1,1,19.9,791.15,1,20.28589743589744
3908,59,0,1,2,81.25,4639.45,1,78.63474576271186
3909,2,0,0,1,69.95,143.9,1,71.95
3910,1,0,0,3,69.1,69.1,0,69.1
3911,20,0,0,3,90.2,1776.55,0,88.8275
3912,6,0,0,4,93.55,536.4,0,89.39999999999999
3913,71,0,2,2,86.4,6172.0,1,86.92957746478874
3914,24,0,0,1,66.3,1559.45,1,64.97708333333334
3915,67,0,0,2,94.65,6079.0,1,90.73134328358208
3916,1,0,0,1,80.85,80.85,0,80.85
3917,48,0,1,1,82.05,4029.95,0,83.95729166666666
3918,37,0,1,1,72.1,2658.4,1,71.84864864864865
3919,11,1,0,1,34.7,383.55,1,34.86818181818182
3920,3,0,0,2,20.55,51.15,0,17.05
3921,18,0,0,2,95.95,1745.5,1,96.97222222222224
3922,50,0,1,4,44.8,2230.85,1,44.617
3923,67,0,1,3,109.4,7281.6,1,108.68059701492538
3924,25,0,0,1,71.05,1837.7,1,73.508
3925,2,0,0,3,78.55,149.55,0,74.775
3926,9,0,0,2,19.7,180.7,1,20.077777777777776
3927,10,1,1,1,40.25,411.45,1,41.145
3928,70,0,2,2,19.85,1328.35,1,18.97642857142857
3929,9,0,0,4,68.25,576.95,1,64.10555555555555
3930,4,0,0,2,20.15,68.45,1,17.1125
3931,2,0,0,1,50.95,123.05,1,61.525
3932,1,0,0,3,78.65,78.65,0,78.65
3933,19,1,0,4,25.15,468.35,1,24.65
3934,7,0,0,4,20.25,174.7,1,24.957142857142856
3935,1,0,0,3,42.9,42.9,0,42.9
3936,1,0,0,3,44.0,44.0,1,44.0
3937,9,0,1,1,20.25,172.35,1,19.15
3938,3,1,0,1,34.25,139.35,0,46.45
3939,9,1,0,1,58.5,539.85,0,59.98333333333333
3940,5,0,0,2,55.8,300.4,1,60.08
3941,56,0,1,4,88.9,4968.0,1,88.71428571428571
3942,18,0,0,1,57.65,992.7,1,55.150000000000006
3943,49,0,0,3,96.2,4718.25,0,96.29081632653062
3944,70,0,2,1,79.15,5536.5,1,79.09285714285714
3945,72,0,2,2,108.05,7806.6,1,108.425
3946,6,0,0,3,74.4,434.1,0,72.35000000000001
3947,17,0,0,3,94.8,1563.9,1,91.99411764705884
3948,29,1,0,3,45.9,1332.4,1,45.9448275862069
3949,6,0,0,3,105.3,545.2,0,90.86666666666667
3950,63,0,2,3,102.6,6296.75,1,99.9484126984127
3951,16,0,0,4,73.85,1284.2,0,80.2625
3952,59,0,1,4,61.35,3645.5,1,61.78813559322034
3953,3,0,0,3,57.55,161.45,1,53.81666666666666
3954,8,1,0,1,29.25,226.95,1,28.36875
3955,7,0,0,3,84.55,646.85,0,92.40714285714286
3956,68,0,2,2,19.6,1441.65,1,21.20073529411765
3957,68,0,2,2,111.75,7511.3,1,110.46029411764708
3958,52,0,1,3,106.5,5621.85,1,108.1125
3959,72,0,2,2,107.7,7919.8,1,109.99722222222222
3960,32,0,1,1,19.3,593.2,1,18.5375
3961,72,0,2,4,20.05,1423.65,1,19.772916666666667
3962,1,0,0,2,69.95,69.95,1,69.95
3963,42,0,1,2,63.7,2763.35,1,65.79404761904762
3964,25,0,2,2,24.75,692.1,0,27.684
3965,45,0,0,4,50.9,2298.55,1,51.07888888888889
3966,43,1,1,2,60.4,2640.55,1,61.40813953488372
3967,37,0,1,1,79.25,2911.8,1,78.6972972972973
3968,20,0,0,2,85.8,1727.5,0,86.375
3969,4,1,0,3,24.45,86.6,0,21.65
3970,63,0,2,2,110.1,6705.7,1,106.43968253968254
3971,3,0,0,1,90.7,237.65,1,79.21666666666667
3972,66,0,2,2,25.3,1672.35,1,25.33863636363636
3973,28,0,0,3,105.7,2979.5,0,106.41071428571428
3974,8,0,0,3,85.2,695.75,1,86.96875
3975,71,0,2,1,24.35,1654.6,1,23.30422535211268
3976,1,1,0,3,24.25,24.25,0,24.25
3977,72,0,2,4,25.1,1857.85,1,25.803472222222226
3978,16,0,0,4,54.55,825.1,1,51.56875
3979,66,0,2,1,96.6,6424.25,1,97.33712121212122
3980,11,0,0,3,76.5,837.95,0,76.17727272727274
3981,51,0,1,2,81.15,4126.2,1,80.90588235294118
3982,8,1,0,3,38.5,330.8,1,41.35
3983,14,0,0,3,92.9,1337.45,1,95.53214285714286
3984,4,0,0,3,93.5,362.2,0,90.55
3985,70,0,2,1,84.7,5991.05,1,85.58642857142857
3986,70,0,2,3,66.0,4891.5,1,69.87857142857143
3987,54,0,1,2,101.5,5373.1,0,99.50185185185184
3988,28,0,0,4,74.9,2068.55,0,73.87678571428572
3989,24,0,2,1,20.75,487.05,1,20.29375
3990,69,0,2,2,61.45,4131.2,1,59.87246376811594
3991,42,0,0,1,54.5,2301.15,1,54.78928571428572
3992,2,0,0,3,69.6,131.65,0,65.825
3993,39,0,0,3,99.75,4036.0,1,103.48717948717947
3994,45,0,2,4,109.75,4900.65,1,108.90333333333332
3995,72,0,2,4,80.85,5727.45,1,79.54791666666667
3996,38,0,2,1,20.3,743.05,1,19.553947368421053
3997,72,0,2,4,67.8,4804.65,1,66.73124999999999
3998,1,0,0,1,24.05,24.05,0,24.05
3999,72,0,2,2,19.8,1414.65,1,19.647916666666667
4000,55,0,2,4,25.7,1443.65,1,26.24818181818182
4001,51,1,1,3,56.15,2898.95,1,56.84215686274509
4002,63,0,2,4,86.7,5309.5,1,84.27777777777777
4003,1,0,0,1,20.4,20.4,1,20.4
4004,23,0,2,1,19.65,451.55,1,19.632608695652173
4005,1,0,0,3,50.55,50.55,0,50.55
4006,2,0,0,1,54.35,117.05,1,58.525
4007,52,0,0,2,108.1,5839.3,1,112.29423076923078
4008,36,0,1,1,54.45,1893.5,1,52.59722222222222
4009,1,0,0,1,45.35,45.35,1,45.35
4010,28,0,1,1,59.0,1654.45,1,59.0875
4011,7,0,1,3,69.45,477.05,1,68.15
4012,14,0,0,3,100.55,1415.55,0,101.11071428571428
4013,72,1,2,2,64.95,4546.0,1,63.138888888888886
4014,1,0,0,1,20.5,20.5,0,20.5
4015,10,0,0,1,18.85,163.2,1,16.32
4016,42,0,1,4,19.8,849.9,1,20.235714285714284
4017,7,1,0,4,25.05,189.95,1,27.135714285714283
4018,4,0,0,4,74.8,321.9,0,80.475
4019,72,0,2,2,114.3,8058.55,1,111.92430555555556
4020,20,1,0,3,24.45,482.8,0,24.14
4021,63,0,2,2,109.2,7049.75,1,111.90079365079364
4022,56,1,2,4,45.05,2560.1,1,45.71607142857143
4023,5,0,0,1,51.0,286.8,1,57.36
4024,72,0,2,4,110.45,7982.5,1,110.86805555555556
4025,68,0,0,3,84.65,5683.6,1,83.58235294117648
4026,67,0,1,1,60.05,3994.05,1,59.61268656716418
4027,8,0,0,4,44.65,369.15,1,46.14375
4028,52,0,0,4,93.25,4631.7,1,89.07115384615385
4029,18,0,0,1,20.25,401.95,1,22.33055555555556
4030,59,0,2,1,25.45,1534.05,1,26.00084745762712
4031,60,0,2,1,20.6,1093.0,1,18.216666666666665
4032,7,0,0,3,94.1,701.3,1,100.18571428571428
4033,59,1,1,1,34.8,1980.3,1,33.56440677966101
4034,46,1,2,4,60.75,2893.4,1,62.9
4035,5,0,0,3,51.35,262.3,1,52.46
4036,59,1,2,2,64.05,3886.85,1,65.87881355932203
4037,70,0,2,4,84.8,5917.55,1,84.53642857142857
4038,14,0,0,2,71.0,914.0,0,65.28571428571429
4039,44,0,0,1,50.15,2139.1,1,48.61590909090909
4040,64,0,2,2,94.6,5948.7,1,92.9484375
4041,58,1,2,1,59.75,3624.35,1,62.48879310344827
4042,46,0,1,3,100.25,4753.85,1,103.3445652173913
4043,58,0,0,3,98.9,5780.7,1,99.66724137931034
4044,72,0,2,2,97.7,6869.7,1,95.4125
4045,30,1,0,3,40.3,1172.95,0,39.098333333333336
4046,11,0,0,4,60.25,662.95,1,60.26818181818182
4047,34,1,0,3,56.25,1765.95,1,51.93970588235294
4048,54,1,2,4,46.2,2431.95,1,45.036111111111104
4049,3,1,0,3,50.6,155.35,0,51.78333333333333
4050,72,0,2,1,24.9,1859.2,1,25.822222222222223
4051,40,0,0,3,84.85,3303.05,0,82.57625
4052,2,0,0,1,65.7,134.35,0,67.175
4053,54,0,2,2,63.35,3409.1,1,63.13148148148148
4054,14,0,0,4,50.1,709.5,1,50.67857142857143
4055,1,0,0,3,70.5,70.5,0,70.5
4056,10,0,0,3,94.85,953.45,0,95.345
4057,1,0,0,3,50.15,50.15,1,50.15
4058,1,0,0,1,19.75,19.75,0,19.75
4059,56,0,1,4,64.65,3665.55,1,65.45625
4060,68,0,2,4,79.6,5515.8,1,81.11470588235295
4061,14,0,1,1,19.5,272.0,1,19.428571428571427
4062,68,0,2,3,99.55,6668.0,1,98.05882352941175
4063,55,0,0,3,74.0,4052.4,1,73.68
4064,16,1,0,3,38.9,664.4,1,41.525
4065,9,0,0,3,79.55,718.55,1,79.83888888888889
4066,14,0,0,3,65.45,937.6,0,66.97142857142858
4067,58,0,0,3,98.7,5812.6,0,100.21724137931037
4068,53,1,0,4,46.3,2546.85,1,48.053773584905656
4069,70,0,2,2,99.35,6944.5,1,99.20714285714286
4070,14,0,0,3,95.8,1346.3,1,96.16428571428573
4071,22,0,1,4,67.5,1544.05,0,70.18409090909091
4072,10,0,0,2,78.15,765.15,1,76.515
4073,29,0,2,1,26.1,692.55,1,23.88103448275862
4074,1,0,0,3,69.6,69.6,0,69.6
4075,49,0,1,3,84.35,4059.35,0,82.84387755102041
4076,68,0,0,3,100.2,6851.65,0,100.7595588235294
4077,1,0,0,3,78.05,78.05,0,78.05
4078,30,1,1,2,40.35,1187.05,1,39.568333333333335
4079,72,0,2,2,79.2,5401.9,1,75.02638888888889
4080,10,0,0,1,20.9,247.0,1,24.7
4081,7,0,0,3,73.6,520.0,0,74.28571428571429
4082,9,0,0,3,74.75,706.6,0,78.51111111111112
4083,1,0,0,1,49.9,49.9,1,49.9
4084,20,0,0,2,68.9,1370.35,1,68.5175
4085,1,0,0,1,20.25,20.25,1,20.25
4086,29,0,0,2,76.0,2215.25,1,76.38793103448276
4087,1,0,0,3,74.0,74.0,1,74.0
4088,3,0,0,1,82.3,214.4,1,71.46666666666667
4089,20,0,0,4,89.4,1871.15,1,93.5575
4090,64,0,0,2,99.15,6171.2,1,96.425
4091,1,0,0,1,20.2,20.2,0,20.2
4092,6,1,0,4,29.45,161.45,1,26.90833333333333
4093,50,0,2,3,19.8,1013.2,1,20.264
4094,6,0,0,4,59.15,336.7,1,56.11666666666667
4095,7,0,0,3,44.75,333.65,1,47.66428571428571
4096,72,0,2,2,90.8,6511.8,1,90.44166666666666
4097,8,0,0,4,49.55,393.45,1,49.18125
4098,67,0,2,2,106.7,7009.5,1,104.61940298507464
4099,24,0,0,3,93.55,2264.05,0,94.33541666666667
4100,72,0,2,2,94.45,6921.7,1,96.13472222222222
4101,33,0,1,4,19.45,600.25,1,18.189393939393938
4102,2,1,0,3,25.05,56.35,0,28.175
4103,70,0,2,1,67.95,4664.15,1,66.63071428571428
4104,22,0,1,4,65.25,1441.8,1,65.53636363636363
4105,59,0,0,4,99.45,5623.7,1,95.31694915254236
4106,36,0,1,2,20.35,695.85,1,19.329166666666666
4107,51,0,2,1,19.95,1028.75,1,20.17156862745098
4108,53,0,1,4,77.4,4155.95,1,78.41415094339622
4109,20,0,1,4,19.7,395.6,1,19.78
4110,63,0,2,2,99.7,6330.4,1,100.48253968253968
4111,40,0,0,2,74.8,2971.7,1,74.29249999999999
4112,35,0,1,1,19.15,638.0,1,18.228571428571428
4113,26,0,1,4,78.95,2034.25,1,78.24038461538461
4114,27,0,0,3,95.55,2510.2,0,92.97037037037036
4115,53,0,1,2,62.85,3419.5,1,64.51886792452831
4116,34,0,0,2,71.55,2427.35,1,71.39264705882353
4117,19,0,0,3,94.95,1760.25,1,92.64473684210526
4118,43,0,0,2,86.1,3551.65,1,82.59651162790698
4119,6,0,0,1,19.55,122.9,1,20.48333333333333
4120,56,0,2,1,24.8,1424.2,1,25.432142857142857
4121,57,1,0,3,39.3,2111.45,0,37.04298245614035
4122,34,0,0,1,84.05,2909.95,1,85.58676470588235
4123,10,1,0,3,36.25,374.0,1,37.4
4124,1,0,0,1,20.25,20.25,0,20.25
4125,13,1,0,3,23.9,300.8,0,23.13846153846153
4126,56,0,0,3,98.6,5581.05,1,99.66160714285716
4127,55,0,0,2,103.65,5676.65,1,103.21181818181816
4128,36,0,2,2,92.9,3379.25,1,93.86805555555556
4129,47,0,1,4,19.9,942.95,1,20.06276595744681
4130,12,0,0,2,20.1,232.4,1,19.366666666666667
4131,1,0,0,3,85.45,85.45,0,85.45
4132,24,0,0,3,80.5,2088.45,1,87.01875
4133,63,0,1,4,99.9,6137.0,0,97.41269841269842
4134,35,1,0,3,39.85,1434.6,1,40.98857142857143
4135,67,0,1,2,60.5,3870.0,1,57.76119402985075
4136,25,0,0,3,84.8,2043.45,0,81.738
4137,21,0,0,1,103.85,2215.0,1,105.47619047619048
4138,13,0,0,4,67.8,842.25,1,64.78846153846153
4139,35,0,0,3,75.2,2576.2,0,73.60571428571428
4140,71,0,2,4,24.85,1901.0,1,26.774647887323944
4141,29,0,0,2,19.35,601.6,1,20.7448275862069
4142,71,1,2,3,49.35,3515.25,0,49.51056338028169
4143,7,0,0,3,89.0,605.45,1,86.49285714285715
4144,57,1,0,3,55.0,3094.05,1,54.28157894736842
4145,65,0,2,4,76.15,4929.55,1,75.83923076923077
4146,27,0,1,1,20.3,595.05,1,22.038888888888888
4147,6,0,0,3,74.9,469.8,0,78.3
4148,72,0,2,2,117.35,8436.25,1,117.17013888888889
4149,1,0,0,1,19.75,19.75,1,19.75
4150,11,0,0,2,45.2,492.0,1,44.72727272727273
4151,39,0,2,1,25.2,987.95,1,25.33205128205128
4152,59,0,0,3,89.75,5496.9,1,93.16779661016948
4153,26,0,1,4,75.0,1908.35,1,73.39807692307691
4154,2,0,0,1,49.95,107.1,1,53.55
4155,72,1,2,4,65.7,4575.35,1,63.54652777777778
4156,65,0,1,2,67.05,4309.55,1,66.30076923076923
4157,72,0,2,2,110.9,7922.75,1,110.03819444444444
4158,6,0,0,4,87.95,522.35,1,87.05833333333334
4159,32,0,1,2,19.8,587.7,1,18.365625
4160,50,0,1,4,75.7,3876.2,1,77.524
4161,61,1,2,1,62.15,3778.85,1,61.9483606557377
4162,15,0,0,3,101.25,1457.25,0,97.15
4163,72,0,2,4,115.15,8349.45,1,115.96458333333334
4164,9,0,0,1,18.95,185.6,0,20.62222222222222
4165,1,0,0,1,19.5,19.5,1,19.5
4166,12,0,0,3,86.55,1066.9,1,88.90833333333335
4167,37,1,0,2,28.6,973.55,0,26.31216216216216
4168,61,0,1,1,20.4,1226.45,1,20.105737704918035
4169,18,0,1,4,19.8,342.3,1,19.016666666666666
4170,21,0,0,1,45.65,985.05,1,46.90714285714286
4171,68,1,2,1,56.4,3948.45,1,58.065441176470586
4172,12,0,0,2,73.3,828.05,1,69.00416666666666
4173,2,1,0,3,24.35,41.85,0,20.925
4174,62,0,0,3,101.35,6164.7,1,99.43064516129031
4175,29,0,0,3,98.65,2862.75,0,98.71551724137932
4176,1,1,0,1,33.6,33.6,1,33.6
4177,5,0,0,4,79.9,343.95,0,68.78999999999999
4178,1,0,0,3,20.7,20.7,1,20.7
4179,62,0,2,3,104.05,6590.5,1,106.2983870967742
4180,36,0,2,4,20.25,717.95,1,19.94305555555556
4181,28,0,0,3,103.3,2890.65,0,103.2375
4182,69,0,1,2,73.7,4885.85,1,70.80942028985508
4183,11,0,0,2,96.2,1222.05,0,111.09545454545454
4184,63,0,0,3,108.75,6871.7,1,109.07460317460315
4185,23,0,1,4,20.15,405.6,1,17.63478260869565
4186,10,0,0,2,19.75,208.25,1,20.825
4187,71,0,2,2,25.95,1801.9,1,25.378873239436626
4188,45,0,0,3,70.05,3062.45,1,68.05444444444444
4189,70,0,2,1,24.05,1764.75,1,25.210714285714285
4190,22,0,0,3,84.75,1816.75,1,82.57954545454545
4191,52,0,2,1,23.05,1255.1,1,24.13653846153846
4192,55,0,1,3,104.15,5743.05,0,104.41909090909093
4193,65,1,2,2,59.95,3921.1,1,60.324615384615385
4194,72,0,2,4,19.55,1463.45,1,20.325694444444444
4195,10,0,1,4,19.6,189.45,1,18.945
4196,7,0,1,1,20.05,96.8,1,13.828571428571427
4197,5,0,0,3,85.55,408.5,1,81.7
4198,24,0,2,2,78.6,1846.65,1,76.94375000000001
4199,72,0,2,2,116.8,8456.75,1,117.45486111111111
4200,21,1,0,1,43.55,1011.5,1,48.16666666666666
4201,69,1,1,2,60.8,4263.4,1,61.78840579710145
4202,44,0,0,4,54.9,2549.1,1,57.934090909090905
4203,61,0,1,3,65.2,3965.05,1,65.00081967213114
4204,24,0,0,2,102.95,2496.7,0,104.02916666666664
4205,1,0,0,3,90.6,90.6,0,90.6
4206,6,0,0,4,50.8,288.05,0,48.00833333333333
4207,4,0,0,3,90.05,368.1,0,92.025
4208,72,0,2,3,108.2,7840.6,1,108.89722222222224
4209,72,0,2,4,92.0,6632.75,1,92.12152777777776
4210,14,0,0,3,75.1,1013.35,1,72.38214285714285
4211,7,0,0,4,25.05,152.95,1,21.85
4212,48,0,1,3,75.15,3772.65,1,78.596875
4213,55,0,1,1,19.5,1026.35,1,18.66090909090909
4214,1,0,0,2,19.3,19.3,1,19.3
4215,45,0,1,2,112.2,5031.85,1,111.81888888888888
4216,3,0,0,1,70.3,220.4,1,73.46666666666667
4217,71,0,2,1,19.6,1416.5,1,19.950704225352112
4218,8,0,0,1,20.25,158.35,1,19.79375
4219,3,0,0,3,75.85,256.6,0,85.53333333333335
4220,69,0,2,4,80.65,5542.55,1,80.3268115942029
4221,1,0,0,3,68.5,68.5,0,68.5
4222,72,0,2,2,115.75,8443.7,1,117.27361111111112
4223,11,0,0,3,73.5,791.75,0,71.97727272727273
4224,71,0,2,4,80.6,5708.2,1,80.39718309859154
4225,1,0,0,1,69.95,69.95,0,69.95
4226,33,1,2,4,59.55,2016.3,1,61.1
4227,16,0,1,1,19.05,326.65,1,20.415625
4228,56,0,1,3,95.65,5471.75,1,97.70982142857144
4229,1,0,0,2,19.95,19.95,1,19.95
4230,5,0,0,3,70.05,346.4,0,69.28
4231,57,0,1,1,19.4,1061.6,1,18.62456140350877
4232,56,1,1,2,36.1,1971.5,1,35.205357142857146
4233,8,0,0,3,94.0,773.65,0,96.70625
4234,22,0,0,1,61.15,1422.05,0,64.63863636363637
4235,1,0,0,1,19.75,19.75,1,19.75
4236,40,0,0,2,64.1,2460.35,1,61.50875
4237,46,0,2,2,19.75,856.5,1,18.619565217391305
4238,63,0,2,1,19.7,1275.85,1,20.2515873015873
4239,68,0,2,3,110.2,7467.5,1,109.81617647058825
4240,69,0,2,2,106.35,7261.75,1,105.2427536231884
4241,56,0,0,3,90.55,5116.6,1,91.36785714285716
4242,10,0,1,1,65.9,660.05,1,66.005
4243,63,0,1,2,104.5,6590.8,1,104.61587301587302
4244,24,1,2,1,52.5,1208.15,1,50.33958333333334
4245,19,0,0,1,56.1,1033.9,1,54.41578947368421
4246,22,0,0,3,88.75,1885.15,1,85.68863636363636
4247,29,0,0,3,84.45,2467.1,0,85.07241379310345
4248,13,0,1,1,75.3,989.45,0,76.11153846153846
4249,70,0,2,4,26.0,2006.95,1,28.670714285714286
4250,49,0,0,3,99.4,5025.0,1,102.55102040816328
4251,43,0,1,1,109.55,4830.25,0,112.3313953488372
4252,3,0,0,1,19.6,59.75,0,19.916666666666668
4253,42,0,1,3,73.15,3088.25,1,73.5297619047619
4254,57,0,1,1,54.65,3134.7,1,54.99473684210526
4255,2,0,0,4,66.4,94.55,0,47.275
4256,72,0,2,2,115.55,8312.4,1,115.45
4257,46,0,0,3,104.45,4863.85,1,105.7358695652174
4258,66,0,0,2,100.05,6871.9,0,104.11969696969696
4259,62,0,1,3,102.0,6529.25,0,105.31048387096774
4260,72,0,2,4,91.15,6637.9,1,92.19305555555556
4261,35,0,1,3,89.7,3165.6,1,90.44571428571427
4262,17,0,0,2,90.2,1454.15,0,85.53823529411765
4263,72,0,2,3,92.4,6786.1,1,94.2513888888889
4264,28,0,1,1,19.9,543.0,1,19.392857142857142
4265,56,0,2,2,25.15,1327.15,0,23.699107142857144
4266,31,0,0,2,79.85,2404.15,0,77.55322580645162
4267,45,0,1,4,18.85,867.3,1,19.273333333333333
4268,1,0,0,1,25.75,25.75,1,25.75
4269,2,0,0,1,49.6,114.7,0,57.35
4270,6,0,0,1,20.95,109.5,1,18.25
4271,48,0,1,3,97.05,4692.95,1,97.76979166666666
4272,25,0,0,4,25.4,546.85,1,21.874
4273,64,0,2,4,19.7,1274.05,1,19.90703125
4274,50,1,0,1,35.0,1782.4,1,35.648
4275,52,0,1,4,101.25,5301.1,1,101.94423076923076
4276,4,0,0,3,70.2,280.35,1,70.0875
4277,32,0,0,3,90.95,2897.95,1,90.5609375
4278,45,0,2,2,73.85,3371.0,1,74.91111111111111
4279,9,0,0,3,88.05,801.3,1,89.03333333333333
4280,66,0,1,2,105.95,6975.25,0,105.68560606060606
4281,3,0,0,3,91.85,257.05,0,85.68333333333334
4282,54,0,2,1,20.1,1079.45,1,19.989814814814817
4283,1,1,0,3,40.1,40.1,0,40.1
4284,64,0,2,4,110.3,6997.3,1,109.3328125
4285,31,0,0,3,73.9,2217.15,0,71.5209677419355
4286,14,0,0,1,89.8,1129.1,0,80.64999999999999
4287,12,0,1,2,85.15,979.05,1,81.58749999999999
4288,67,0,1,4,60.95,4119.4,1,61.48358208955224
4289,35,0,0,3,72.25,2568.55,0,73.38714285714286
4290,45,0,2,1,73.55,3349.1,1,74.42444444444445
4291,10,0,0,1,46.0,492.1,1,49.21
4292,29,0,0,4,58.55,1718.95,1,59.27413793103448
4293,24,0,1,4,24.6,605.25,1,25.21875
